nome_exame_oficial,sinonimos,codigo_tasy,codigo_tuss,terminologia_procedimentos
ANTICORPOS IGG ANTIAQUAPORINA 4 LIQUOR (NEUROMIELITIS ÓPTICA - NMO),,AQU4L,,
ANTICORPOS IGG ANTIAQUAPORINA 4 SORO (NEUROMIELITIS ÓPTICA - NMO),,AQUA4,,
RICKETTSIA CONORII IGG - FEBRE BOTONOSA,,ARCG,,
RICKETTSIA CONORII IGM - FEBRE BOTONOSA,,ARCM,,
INSULINA - ANTICORPOS ANTI RECEPTOR,,ARINS,,
RICKETTSIA RICKETTSII IGG - FEBRE MACULOSA,,ARRG,,
RICKETTSIA RICKETTSII IGM - FEBRE MACULOSA,,ARRM,,
"ARSENICO URINARIO, DOSAGEM",,ARS,,
"ARSENICO SERICO, DOSAGEM",,ARSE,,
RICKETTSIA TYPHI IGG - MOOSERI,,ARTG,,
RICKETTSIA TYPHI IGM - MOOSERI,,ARTM,,
SACCHAROMYCES CEREVISIAE IGG E IGA,,ASCA,,
SACCHAROMYCES CEREVISIAE IGA,,ASCAA,,
"ANTI SM ANTICORPOS, PESQUISA (SANGUE)",,ASM,,
ASLO - ANTIESTREPTOLISINA O,,ASO,,
ASPERGILLUS - PCR - SANGUE,,ASPCR,,
"ASPERGILLUS SP ANTICORPOS, PESQUISA (IMUNODIFUSÃO)",,ASPER,,
ANTICORPO ANTI-SRP,,ASRP,,
ACIDO TRICLOROACETICO,,ATA,,
ANTI TIREOPEROXIDASE - ANTI TPO (MICROSSOMAL),,ATI,,
"ANTICORPOS SERICOS IRREG PESQ, SANGUE",,ATIRREG,,
ADAMTS - 13,,ATPRW,,
ACIDO URICO,,AUR,,
PROTEINA P RIBOSSOMAL ANTICORPO ANTI,,AURIB,,
ACIDO URICO LIQUIDOS CORPORAIS,,AURLC,,
ACIDO URICO - URINA AMOSTRA ISOLADA,,AURU,,
ACIDO URICO - URINA 24 HORAS,,AURU24,,
TOXOPLASMOSE IGG AVIDEZ,,AVI,,
RUBEOLA IGG AVIDEZ,,AVR,,
IGE ESPECÍFICA AZITROMICINA (C3N),,AZITRO,,
VITAMINA B12,,B12,,
PARVOVIRUS B19 - DETECCAO POR PCR,,B19PC,,
BETA 2 GLICOPROTEINA 1 IGA,,B2GA,,
BETA 2 GLICOPROTEINA 1 IGG,,B2GG,,
BETA 2 GLICOPROTEINA 1 IGM,,B2GM,,
"ZIEHL (BAAR), LIQUOR",,BAARLQ,,
BACILOSCOPIA DE HANSEN,,BACH,,
BACTERIOSCOPIA - GRAM - DIVERSOS,,BACT,,
BACTERIOSCOPIA - GRAM - LIQUOR - BAHIA,,BACTLQ,,
BACTERIOSCOPIA - GRAM - LIQUOR,,BACTU,,
BARTONELLA - ANTICORPOS,,BARTO,,
BORRELIA BURGDORFERI - DETECÇÃO POR PCR,,BBPCR,,
BETA CAROTENO,,BCARO,,
"BCR/ABL - QUALITATIVO P190 P210, DIVERSOS",,BCRP12QL,,
BENZODIAZEPINICOS,,BDC,,
BETA HIDROXI-BUTIRATO,,BHB,,
BILIRRUBINA TOTAL E FRACOES,,BIL,,
BILIRRUBINA TOTAL E FRACOES LIQUIDOS CORPORAIS,,BILLC,,
BILIRRUBINA TOTAL E FRACOES NEONATAL,,BILNEO,,
BIOTINIDASE - DOSAGEM SANGUE,,BIO,,
BIOTINIDASE - NEONATAL,,BIONN,,
PESQUISA DE BAAR - 1º AMOSTRA,,BK1,,
PESQUISA DE BAAR - 2º AMOSTRA,,BK2,,
PESQUISA DE BAAR - 3º AMOSTRA,,BK3,,
PESQUISA DE BAAR - 4º AMOSTRA,,BK4,,
PESQUISA DE BAAR - 5º AMOSTRA,,BK5,,
PESQUISA DE BAAR - 6º AMOSTRA,,BK6,,
MYCOBACTERIUM TUBERCULOSIS - MULTIRRESISTENCIA - DNA PCR - DIVERSOS (TUB),,BKPCR,,
MYCOBACTERIUM TUBERCULOSIS - MULTIRRESISTENCIA DNA PCR (MICOBACTERIUM) - LÍQUIDO ASCÍTICO,,BKPCRLA,,
MYCOBACTERIUM TUBERCULOSIS - MULTIRRESISTENCIA DNA PCR (MICOBACTERIUM) - LÍQUIDO PERICÁRDICO,,BKPCRLP,,
"MYCOBACTERIUM TUBERCULOSIS - PCR, LIQUOR",,BKPCRLQ,,
MYCOBACTERIUM TUBERCULOSIS - MULTIRRESISTENCIA DNA PCR (MICOBACTERIUM) - MEDULA ÓSSEA,,BKPCRMO,,
MICOBACTERIUM TUBERCULOSIS - DNA PCR - SANGUE TOTAL,,BKPCRS,,
MYCOBACTERIUM TUBERCULOSIS - MULTIRRESISTENCIA DNA PCR (MICOBACTERIUM) - SECREÇÃO TRAQUEAL,,BKPCRST,,
"BLASTOMICOSE PARACOCCIDIOIDES ANTICORPOS, PESQUISA (SANGUE)",,BLAST,,
BNP - PEPTIDIO NATRIURETICO - EDTA,,BNP,,
BNP - PEPTIDIO NATRIURETICO - SORO,,BNPS,,
"BORDETELLA PERTUSSIS IGG ANTICORPOS, PESQUISA",,BORG,,
"BORDETELLA PERTUSSIS IGM ANTICORPOS, PESQUISA",,BORM,,
"DETECÇÃO DE BORDETELLA PERTUSSIS E PARAPERTUSSIS, PCR - SANGUE",,BORPC,,
"DETECÇÃO DE BORDETELLA PERTUSSIS E PARAPERTUSSIS, PCR - DIVERSOS",,BORPCD,,
BORRELIA BURGDORFERI - ANTICORPOS IGG - SORO,,BORRG,,
BORRELIA BURGDORFERI - ANTICORPOS IGM - SORO,,BORRM,,
ANÁLISE DE SEQUENCIAMENTO E MPLA DOS GENES BRCA1 E BRCA2,,BRCSM,,
BROMAZEPAM,,BROMA,,
BRUCELOSE AGLUTINAÇÃO,,BRU,,
BRUCELOSE ANTICORPO IGG,,BRUCG,,
BRUCELOSE ANTICORPO IGM,,BRUCM,,
BETA 2 MICROGLOBULINA - SANGUE,,BT2,,
BETA 2 MICROGLOBULINA - URINA,,BT2U,,
BILIRRUBINA TRANSCUTANEA,,BTC,,
"CORTISOL 16 HORAS , DOSAGEM",,C16,,
COMPLEMENTO C1Q,,C1Q,,
RAST (C207) - DROGAS - ASPIRINA (ÁCIDO ACETILSALICÍLICO),,C207,,
RAST LIDOCAINA C232,,C232,,
IGE ESP (C242) - DROGAS - TRIMETOPRIM,,C242,,
IGE ESP (C243) - DROGAS - TIOPENTAL,,C243,,
IGE ESPECIFICA PARA DICLOFENACO (VOLTAREN) (C281),,C281,,
IGE ESP (C283) - DROGAS - NAPROXENO,,C283,,
IGE ESPECIFICA PARA DROGAS - IBUPROFENO (C286),,C286,,
IGE ESPECIFICA PARA DROGAS - DIPIRONA / METAMIZOL (C294),,C294,,
RAST (C388) - DROGAS - CETOPROFENO,,C388,,
COMPLEMENTO SERICO C5,,C5,,
IGE ESPECÍFICO - C645 TITÂNIO,,C645,,
RAST INSULINA SUINA - C70,,C70,,
RAST (C703) - DROGAS - ACIDO BENZOICO,,C703,,
ANTICORPOS IGE ESPECIFICOS - INSULINA BOVINA (C71),,C71,,
RAST INSULINA HUMANA - C73,,C73,,
CALCIO SERICO,,CA,,
CA 125 - SANGUE,,CA125,,
CA 15-3 - SANGUE,,CA153,,
CA 19-9 - SANGUE,,CA19,,
CA 242,,CA242,,
"CA 27-29, SORO",,CA2729,,
CA 50,,CA50,,
CA 72-4,,CA72,,
"CADMIO URINA, DOSAGEM",,CAD,,
CADASIL - OUTROS EXONS GENE NOTCH3,,CADAO,,
"CADMIO SERICO, DOSAGEM",,CADS,,
CALCIO IONICO,,CAI,,
CALCIO IONICO POS DIALISE/FILTRO,,CAIPF,,
CALPROTECTINA FECAL,,CALPF,,
MUTACAO CALR,,CALR,,
CANDIDA - ANTICORPOS IGA,,CANDA,,
CULTURA RASTREIO CANDIDA - SWABS AXILAR/ORAL/RETAL,,CANDAOR,,
CANDIDA - ANTICORPOS IGG,,CANDG,,
CANDIDA - ANTICORPOS IGM,,CANDM,,
CAPTURA HIBRIDA - HPV,,CAPHPV,,
CARBOXIHEMOGLOBINA,,CAR,,
CROMATOGRAFIA DE CARBOHIDRATOS URINA,,CARBOC,,
"CARIOTIPO BANDA G DOENCAS HEMATOLOGICAS, SANGUE",,CARDHE,,
CARNITINA TOTAL E LIVRE,,CARTL,,
CATECOLAMINAS FRACOES - URINA 24H (CATECOLAMINAS LIVRES),,CAT,,
CATECOLAMINAS TOTAIS - URINA 24H,,CATEC,,
CALCIO URINA - AMOSTRA UNICA,,CAU,,
CALCIO URINA 24 HORAS,,CAU24,,
"CBFB-MYH11 INV (16) (P13Q22) QUANTITATIVO, MEDULA OSSEA",,CBFBQTM,,
"CBFB-MYH11 INV (16) (P13Q22) QUANTITATIVO, SANGUE PERIFERICO",,CBFBQTS,,
CARIOTIPO COM BANDA G - SANGUE PERIFERICO,,CBG,,
CARIOTIPO COM BANDA G - SANGUE - 50 CELULAS,,CBG50,,
CARIOTIPO COM BANDA G - SANGUE - 100 CELULAS,,CBG5100,,
CARIOTIPO COM BANDA G - DIVERSOS,,CBGD,,
"CARIOTIPO BANDA G DOENCAS HEMATOLOGICAS, MEDULA OSSEA",,CBGLC,,
CULTURA DE BAAR (MICOBACTERIA),,CBK1,,
CULTURA DE BAAR (MICOBACTERIA) 2ª AMOSTRA,,CBK2,,
CULTURA DE BAAR (MICOBACTERIA) 3ª AMOSTRA,,CBK3,,
"CULTURA DE BAAR (MICOBACTERIA), LIQUOR - BAHIA",,CBKLQ,,
"CULTURA DE BAAR (MICOBACTERIA) - ROTINAS ESPECIAIS, DIVERSOS (BAHIA)",,CBKROT,,
CULTURA DE BAAR (MICOBACTERIA) URINA,,CBKU,,
CARBAMAZEPINA,,CBZ,,
C1Q-IGG IMUNOCOMPLEXOS CIRCULANTES,,CC1Q,,
COMPLEMENTO SERICO C2,,CC2,,
COMPLEMENTO SERICO C3 - SORO,,CC3,,
COMPLEMENTO SERICO C4 - SORO,,CC4,,
COCAINA (CRACK),,CCC,,
"GENES CCND1 E IGH, HIBRIDAÇÃO IN SITU POR FLUORESCÊNCIA",,CCND1,,
"CCP (PEPTIDEO CITRULINADO CICLICO) ANTICORPOS, DOSAGEM",,CCP,,
CD19 - LINFOCITOS B,,CD19,,
CD20 - LINFOCITOS B,,CD20,,
"CD3, CONTAGEM DE LINFOCITOS",,CD3,,
"CONTAGEM DE CELULAS CD34, AMOSTRA DIVERSAS",,CD34,,
"CD4, CONTAGEM DE LINFOCITOS",,CD4,,
CD56 - CELULAS NK (LINFOCITOS NATURAL KILLER),,CD56,,
CD8 - LINFOCITOS T CITOTOXICOS CD8+,,CD8,,
CORTISOL APÓS SUPRESSÃO COM DEXAMETASONA,,CDE,,
COOMBS DIRETO - SANGUE TOTAL,,CDI,,
CITOLOGIA DIFERENCIAL LIQUOR,,CDIFLQ,,
CLOSTRIDIUM DIFFICILE - DETECCAO MOLECULAR CDPCR,,CDPCR,,
CEA - ANTIGENO CARCINOEMBRIONARIO,,CEA,,
CEA - ANTIGENO CARCINOEMBRIONARIO LIQUIDOS,,CEAL,,
DOSAGEM DE BORO - SANGUE,,CEBORO,,
CERULOPLASMINA,,CER,,
CULTURA DE ESCARRO,,CES,,
"ACETONA, SANGUE (BETA HIDROXI-BUTIRATO)",,CETS,,
ACETONA - URINA,,CETU,,
CAPACIDADE TOTAL DE FIXACAO DO FERRO - TIBC,,CFT,,
CULTURA DE FUNGOS,,CFU,,
"CULTURA DE FUNGOS, LIQUOR - BAHIA",,CFULQ,,
CULTURA DE FEZES (COPROCULTURA),,CFZ,,
CITOMETRIA GLOBAL E ESPECIFICA LIQUOR,,CGELCR,,
CITOMETRIA GLOBAL E ESPECIFICA LIQUIDOS,,CGELQ,,
CGH-ARRAY - ANALISE CROMOSSOMICA - DIVERSOS,,CGH,,
"CRIOGLOBULINAS, PESQUISA (SANGUE)",,CGL,,
COMPLEMENTO TOTAL CH-100,,CH100,,
COMPLEMENTO TOTAL CH-50,,CH5,,
CHAGAS - ANTICORPOS IGG,,CHAEL,,
CHAGAS - IMUNOFLUORESCENCIA IGG,,CHAG,,
CHAGAS - HEMAGLUTINAÇÃO,,CHAH,,
CHAGAS - IMUNOFLUORESCENCIA IGM,,CHAM,,
CHAGAS IGM - NEONATAL,,CHAMNN,,
ESTUDO MOLECULAR PARA CHARCOT-MARIE-TOOTH,,CHARCMT,,
CHIKUNGUNYA IGG - SOROLOGIA,,CHIKG,,
CHIKUNGUNYA IGG E IGM - SOROLOGIA,,CHIKGM,,
CHIKUNGUNYA IGM - SOROLOGIA,,CHIKM,,
CHIKUNGUNYA - TESTE RAPIDO,,CHIKTR,,
CHIKUNGUNYA VIRUS - DETECÇÃO POR PCR - SANGUE,,CHIKV,,
CLAMIDIA SP - ANTICORPOS IGG,,CHLGI,,
CLAMIDIA SP - ANTICORPOS IGM,,CHLMI,,
CLAMIDIA PSITTACI - ANTICORPOS IGA,,CHPSA,,
CLAMIDIA PSITTACI - ANTICORPOS IGG,,CHPSG,,
CLAMIDIA PSITTACI - ANTICORPOS IGM,,CHPSM,,
CICLOSPORINA,,CIC,,
CREATINA,,CINA,,
CISTINA URINA 24H (PESQUISA),,CISQL,,
CISTINA URINA 24H (QUANTITATIVO),,CISQT,,
CISTICERCOSE - ANTICORPOS IGG SORO,,CISTG,,
CISTICERCOSE - ANTICORPOS IGG LÍQUOR,,CISTL,,
CITOLOGIA ONCOTICA (CITOPATOLOGICO),,CIT,,
"CITOLOGIA ONCOTICA, LIQUOR - SALVADOR",,CITLQ,,
"CITRULINA, DOSAGEM",,CITRUL,,
CITOLOGIA ONCOTICA (CITOPATOLOGICO) URINA,,CITUR,,
CKMB MASSA,,CKMA,,
CKMB MASSA 3 HORAS,,CKMA3,,
CKMB MASSA 4 HORAS,,CKMA4,,
CKMB MASSA 6 HORAS,,CKMA6,,
CKMB 3 HORAS,,CKMB3,,
CKMB 6 HORAS,,CKMB6,,
CLORO SERICO,,CL,,
CLAMIDIA TRACHOMATIS CAPTURA HIBRIDA DIVERSOS,,CLACHD,,
CLAMIDIA NEISSERIA GONORRHOEAE DIVERSOS (PCR),,CLANGPD,,
CLAMIDIA TRACHOMATIS DIVERSOS (PCR),,CLATRD,,
CLAMIDIA TRACHOMATIS URINA (PCR),,CLATRP,,
CALCITONINA - SANGUE,,CLC,,
"CALCITONINA EM ASPIRADO DE NÓDULO CERVICAL COM 0,5 CM",,CLCNOD,,
"PESQUISA CELULAS LE, SORO",,CLE,,
CLEARENCE DE CREATININA.,,CLEA,,
CLEARENCE DE AMILASE (DEPURAÇÃO DE AMILASE) - SORO E URINA,,CLEAMI,,
CAPACIDADE LATENTE DE LIGACAO DO FERRO,,CLF,,
CLORO LIQUIDOS CORPORAIS,,CLLC,,
CLORO LIQUOR,,CLLQ,,
CLOBAZAM,,CLOBA,,
CLOSTRIDIUM DIFFICILE - TOXINAS A E B,,CLOS,,
"CLOZAPINA, DOSAGEM, SORO",,CLOZAP,,
CLORO URINA 24 HORAS,,CLU24,,
CLORO URINA - AMOSTRA ISOLADA,,CLUR,,
CITOMEGALOVIRUS IGG,,CMG,,
CITOMEGALOVIRUS IGM,,CMM,,
CITOMEGALOVIRUS IGM - NEONATAL,,CMMNN,,
CITOMEGALOVIRUS - IGG - TESTE DE AVIDEZ,,CMVAV,,
"CITOMEGALOVIRUS - PCR QUANTITATIVO, LAVADO BRONCOALVEOLAR",,CMVPLBA,,
"CITOMEGALOVIRUS - PCR QUALITATIVO, LIQUOR",,CMVPLQ ,,
"CITOMEGALOVIRUS - PCR QUALITATIVO, URINA",,CMVPUR,,
CITOMEGALOVIRUS - PCR QUALITATIVO - DIVERSOS,,CMVQL,,
CITOMEGALOVIRUS - PCR QUALITATIVO - SANGUE,,CMVQLS,,
CITOMEGALOVIRUS - PCR QUANTITATIVO - DIVERSOS,,CMVQT,,
CITOMEGALOVIRUS - PCR QUANTITATIVO - LIQUOR,,CMVQTLQ,,
CITOMEGALOVIRUS - PCR QUANTITATIVO - SANGUE,,CMVQTS,,
CITOMEGALOVIRUS - PCR QUANTITATIVO - URINA,,CMVQTU,,
CITOGRAMA NASAL,,CNA,,
BICARBONATO (RESERVA ALCALINA) - SANGUE,,CO2,,
BICARBONATO - URINA,,CO2U,,
COBALTO URINA FINAL DE JORNADA,,COBAL,,
COBRE - URINA INICIO DE JORNADA,,COBRI,,
COBRE - URINA FINAL DE JORNADA,,COBRU,,
"COBALTO, DOSAGEM SORO",,COBSO,,
COLINESTERASE ERITROCITARIA,,COE,,
COLESTEROL TOTAL,,COL,,
PAINEL MOLECULAR PARA COLESTASE CRONICA,,COLECR,,
COLESTEROL TOTAL LIQUIDOS CORPORAIS,,COLLC,,
ANTICORPOS ANTI CONTACTINA 1,,CONT1,,
COPEPTINA SERICA,,COPE,,
COPROPORFIRINAS PESQ URINA,,COPORFUR,,
COQUELUCHE IGG,,COQIGG,,
COQUELUCHE - VIGILÂNCIA EPIDEMIOLÓGICA,,COQUE,,
"CORPOS CETONICOS, PESQUISA URINA",,CORCET,,
CORTISOL,,CORT,,
CORTISOL - 30 MINUTOS,,CORT30,,
CORTISOL - 60 MINUTOS,,CORT60,,
CORTISOL - 8 HORAS,,CORT8,,
CORTISOL LIVRE URINA 24 HORAS,,CORTL,,
CORTISOL SALIVAR,,COSA,,
CORTISOL SALIVAR - 16 HORAS,,COSA16,,
CORTISOL SALIVAR - 23 HORAS,,COSA23,,
CORTISOL SALIVAR - 8 HORAS,,COSA8,,
COBRE - URINA 24H,,COU,,
COLPOCITOLOGIA ONCOTICA (CITOLOGIA LIQUIDA),,CITO,,
CORONAVIRUS - NCOV19 - SARS-COV-2 ( RNA - GENEXPERT) - COVIDGX,,COVIDGX,,
CORONAVIRUS - NCOV19 - PCR QUALITATIVO (SOMENTE LACEN SERGIPE),,COVIDLAC,,
CORONAVIRUS - NCOV19 - TESTE RAPIDO - SORO,,COVIDTR,,
CORONAVIRUS NCOV19 - TESTE RAPIDO (SWAB),,COVIDTRS,,
COXSACKIE A9 - ANTICORPOS IGG,,COXAG,,
COXSACKIE A9 - ANTICORPOS IGM,,COXAM,,
COXSACKIE B1-6 - ANTICORPOS IGA,,COXBA,,
COXSACKIE B1-6 - ANTICORPOS IGG,,COXBG,,
"COXIELLA BURNETTI IGG E IGM ANTICORPOS, PESQUISA",,COXBGIII,,
COXSACKIE B1-6 - ANTICORPOS IGM,,COXBM,,
"COXIELLA BURNETTI, PCR QUALITATIVO",,COXBGIII,,
CLAMIDIA PNEUMONIAE IGG,,CPG,,
CK TOTAL - CPK (CREATINA FOSFOQUINASE),,CPK,,
PROVA COPROLOGICA FUNCIONAL,,CPL,,
CLAMIDIA PNEUMONIAE IGM,,CPM,,
"CROMOSSOMO PHILADELPHIA PCR QUANTITATIVO - MEDULA (BCR-ABL, TIPO P190 E P210)",,CPMQT,,
CARIOTIPO ALTA RESOLUÇÃO - SANGUE,,CPN,,
"CLAMIDIA PNEUMONIAE, PCR - SANGUE",,CPPCRSG,,
"CLAMIDIA PNEUMONIAE, PCR - DIVERSOS",,CPPPCR,,
"CROMOSSOMO PHILADELPHIA PCR QUANTITATIVO - SANGUE (BCR-ABL, TIPO P190 E P210)",,CPSQT,,
"COENZIMA Q10, DOSAGEM",,CQ10,,
CRIPTOSPORIDIUM 1º AMOSTRA,,CR1,,
CRIPTOSPORIDIUM 2º AMOSTRA,,CR2,,
CRIPTOSPORIDIUM 3º AMOSTRA,,CR3,,
CREATININA SÉRICA,,CRE,,
CREATININA - URINA 24H - CRE24,,CRE24,,
"CREATINO QUINASE, ELETROFORESE DE ISOENZIMAS DA CREATINO QUINASE, SORO",,CREATIQ,,
CREATININA - LIQUIDOS CORPORAIS - CRELC,,CRELC,,
CREATININA URINA RECENTE (ISOLADA),,CREU,,
"CRIOAGLUTININAS, PESQUISA",,CRIO,,
PESQUISA DE CRISTAIS,,CRIST,,
CROMO SERICO,,CRO,,
CROMOGRANINA A,,CROMA,,
"CROMOSSOMO Y, MICRODELEÇÕES, DETECÇÃO POR PCR, SANGUE TOTAL",,CROMOY,,
CROMATOGRAFIA DE AMINOACIDOS - NEONATAL,,CRONN,,
CROMATOGRAFIA DE AMINOACIDOS SANGUE,,CROSG,,
CROMO URINARIO - DOSAGEM,,CROU,,
CRYPTOCOCCUS NEOFORMANS - PESQUISA DIRETA,,CRY,,
CRYPTOCOCCUS NEOFORMANS - PESQUISA DIRETA - LIQUOR,,CRYLQ,,
"CRYPTOCOCCUS NEOFORMANS, ANTÍGENO - LIQUOR (LATEX)",,CRYPLQ,,
CRYPTOCOCCUS TESTE RAPIDO - SORO,,CRYTR,,
CRYPTOCOCCUS TESTE RAPIDO - LIQUOR,,CRYTRLQ,,
COLINESTERASE SORO,,CSE,,
"TESTE GENETICO, INTOLERANCIA A LACTOSE",,CT13910,,
CLAMIDIA TRACHOMATIS IGA,,CTA,,
CLAMIDIA TRACHOMATIS IGG,,CTG,,
CLAMIDIA TRACHOMATIS IGM,,CTM,,
CATECOLAMINAS FRACOES - SANGUE,,CTP,,
NTX - TELOPEPTIDEO CTX - SANGUE,,CTX,,
CULTURA DE URINA (1º JATO URINARIO),,CU1,,
COBRE - SANGUE,,CUB,,
CULTURA GERAL,,CUL,,
CULTURA GERAL 1º AMOSTRA,,CUL1,,
CULTURA GERAL 2º AMOSTRA,,CUL2,,
CULTURA GERAL 3º AMOSTRA,,CUL3,,
CULTURA GERAL 4º AMOSTRA,,CUL4,,
CULTURA GERAL 5º AMOSTRA,,CUL5,,
CULTURA GERAL 6º AMOSTRA,,CUL6,,
CULTURA PARA ANAEROBIOS 1ª AMOSTRA,,CULAN,,
CULTURA PARA ANAEROBIOS 2ª AMOSTRA,,CULAN2,,
CULTURA - BORDETELLA PERTUSSIS - DIVERSOS,,CULBOP,,
CULTURA PARA DIFTERIA (OROFARINGE/NASOFARINGE),,CULDIF,,
"CULTURA PARA GONOCOCOS, AMOSTRAS DIVERSAS",,CULGODIV,,
"CULTURA GERAL, LIQUOR - BAHIA",,CULLQ,,
CULTURA QUANTITATIVA (LAVADO BRONQUICO),,CULQLB,,
CULTURA QUANTITATIVA (SECRECAO TRAQUEAL),,CULQST,,
CULTURA STREPTOCOCCUS AGALACTIAE GRUPO B,,CULSB,,
CULTURA - SECREÇÃO VAGINAL,,CULV,,
CAXUMBA IGG,,CXG,,
CAXUMBA IGM,,CXM,,
CLONAZEPAN,,CZP,,
11 DESOXI-CORTISOL COMPOSTO-S,,D11,,
RAST ACAROS -  ACARUS SIRO - D70,,D70,,
RAST D72 TYROPHAGUS,,D72,,
RAST ACAROS -  G. DOMESTICUS - D73,,D73,,
ESTUDO MOLECULAR GENE CKI (MUTACAO D816V),,D816V,,
11 DESOXICORTICOSTERONA,,DCT,,
DENGUE IGG - TESTE RAPIDO,,DEG,,
DENGUE IGM - TESTE RAPIDO,,DEM,,
DENGUE - ANTICORPOS IGG,,DENG,,
DENGUE - DETECCAO POR PCR - SANGUE,,DENGUEP,,
DENGUE - ANTICORPOS IGM,,DENM,,
DESIDROGENASE GLUTAMICA,,DGL,,
DEHIDROEPIANDROSTERONA - DHEA - SORO,,DHEA,,
DEHIDROEPIANDROSTERONA - DHEA - SALIVA,,DHEAS,,
DIHIDROTESTOSTERONA - DHT,,DHT,,
"DIALDEIDO MALONICO, DOSAGEM (SANGUE) - LIV",,ACMETU,,
DIAZEPAM,,DIAZE,,
"BACILO DIFTÉRICO, PESQUISA",,DIFT,,
DIGOXINA,,DIG,,
DIMERO D,,DIM,,
DISMORFISMO ERITROCITARIO,,DIS,,
"ANTI DNA HELICE SIMPLES, ANTICORPOS",,DNA,,
ANTI DNA DUPLA HELICE OU NATIVO,,DNADP,,
ANTI DNASE B,,DNASEB,,
ESTUDO GENÉTICO DA DOENÇA DE HUNTINGTON,,DOHUN,,
ESTRADIOL - E2,,DOL,,
"DIAMINA OXIDASE (DAO PLUS), ATIVIDADE DA ENZIMA",,DOXAT,,
CLEARENCE DE UREIA,,DPU,,
GENE DPYD - TOXICIDADE DO 5-FLUOROURACIL (POLIMORFISMOS NO GENE DPYD E DPD),,DPYD,,
"MICOPLASMA GENITALIUM, PCR",,DSTMC,,
PAINEL DST - DETECÇÃO POR PCR,,DSTPC,,
PAINEL IST INFECÇÕES SEXUALMENTE TRANSMISSÍVEIS (DIVERSOS),,DSTPCR,,
"TRICHOMONAS VAGINALIS, PCR",,DSTTR,,
HEMOCROMATOSE - MUTACAO E168Q,,E168Q,,
"ESTRADIOL, ULTRASENSÍVEL, CG-MS/MS",,E2MS,,
RAST EPITELIO DE COBAIA - E6,,E6,,
IGE ESPECIFICA PARA PELO DE COELHO (E82),,E82,,
RAST EPITELIOS - PELO DE HAMSTER - E84,,E84,,
RAST EPITELIOS - PENA DE GALINHA (E85),,E85,,
PESQUISA DE ELEMENTOS ANORMAIS NAS FEZES,,EAF,,
ELEMENTOS ANORMAIS E SEDIMENTOSCOPIA - ROTINA DE URINA,,EAS,,
ENZIMA CONVERSORA DE ANGIOTENSINA,,ECA,,
ENZIMA CONVERSORA DE ANGIOTENSINA LIQUOR,,ECAL,,
ECHOVIRUS IGG  ANTICORPOS ANTI,,ECHOG,,
ECHOVIRUS IGM  ANTICORPOS ANTI,,ECHOM,,
"BIOMARCADORES PARA PRE-ECLAMPSIA, TRIAGEM",,ECLAMP,,
CALCULO RENAL,,ECR,,
ELETROFORESE DE LIPOPROTEINAS SANGUE,,EFL,,
ELETROFORESE DE HEMOGLOBINA SANGUE,,EHB,,
ENTAMOEBA HISTOLYTICA -  ANTÍGENO - FEZES,,EHFE,,
"ENTAMOEBA HISTOLYTICA (AMEBIASIS) ANTICORPOS TOTAIS, SORO",,EHISAT,,
ENTAMOEBA HISTOLYTICA - ANTICORPOS IGG ANTI - EHISG,,EHISG,,
ENTAMOEBA HISTOLYTICA - ANTICORPOS IGM ANTI - EHISM,,EHISM,,
"EHRLICHIA IGG E IGM ANTICORPOS, PESQUISA",,EHRGM,,
ELASTASE FECAL,,ELASP,,
ELETROFORESE DE PROTEINAS - AMOSTRA URINARIA,,ELPRU,,
ESTRONA - E1,,ENA,,
ENOLASE NEURONIO ESPECIFICA,,ENE,,
ENTEROVIRUS - PCR QUALITATIVO - DIVERSOS,,ENTPCR,,
ENTEROVIRUS - PCR QUALITATIVO - SANGUE,,ENTPCRS,,
EOSINOFILO - PESQUISA FEZES,,EOF,,
ESTRIOL TOTAL - E3,,EOL,,
ESTRIOL LIVRE,,EOLL,,
EOSINOFILO - PESQUISA DIVERSOS,,EOM,,
EPSTEIN BAAR - IGG,,EPBG,,
"EPSTEIN BARR, ANTICORPOS IGG  - LIQUOR",,EPBGLQ,,
EPSTEIN BAAR - IGM,,EPBM,,
"EPSTEIN BARR, ANTICORPOS IGM  - LIQUOR",,EPBMLQ,,
EPSTEIN BARR - PCR QUALITITATIVO - DIVERSOS,,EPBQLD,,
EPSTEIN BARR - PCR QUALITITATIVO - SANGUE,,EPBQLS,,
EPSTEIN BARR - PCR QUANTITATIVO - DIVERSOS,,EPBQT,,
EPSTEIN BARR - PCR QUANTITATIVO - SANGUE,,EPBQTS,,
ERITROPOIETINA,,EPO,,
ELETROFORESE DE PROTEINAS,,EPR,,
ELETROFORESE DE PROTEINAS - URINA 24H,,EPU,,
CULTURA RASTREIO ERC ORAL/TRAQUEAL,,ERC,,
CULTURA RASTREIO ERC - SWAB AXILAR,,ERCDIV,,
CULTURA RASTREIO ERC - SWAB INGUINAL,,ERCING,,
CULTURA RASTREIO ERC - SWAB ORAL,,ERCORA,,
CULTURA RASTREIO ERC - SWAB RETAL/FEZES,,ERCR,,
ERITROGRAMA,,ERI,,
CULTURA RASTREIO ESBL ORAL/SEC TRAQUEAL,,ESBL,,
CULTURA RASTREIO ESBL AXILAR,,ESBLAX,,
